-20.922575	-117.367393	6.659046	38.000000	7.000000
-20.793880	-117.466789	6.663254	38.000000	7.000000
-20.633936	-117.389481	6.657450	38.000000	7.000000
-20.471529	-117.296577	6.650773	38.000000	7.000000
-20.295624	-117.124092	6.639598	38.000000	7.000000
-20.144398	-117.092201	6.636405	38.000000	7.000000
-19.980150	-116.983261	6.628858	37.000000	7.000000
-19.822716	-116.912544	6.623489	38.000000	7.000000
-19.664183	-116.833916	6.617683	38.000000	7.000000
-19.576838	-116.745842	6.612023	38.000000	7.000000
-19.416986	-116.656631	6.605637	38.000000	7.000000
-19.257805	-116.569778	6.599397	38.000000	7.000000
-19.102644	-116.505775	6.594462	38.000000	7.000000
-18.944748	-116.423630	6.588512	38.000000	7.000000
-18.800327	-116.423347	6.587205	38.000000	7.000000
-18.641552	-116.333099	6.580820	38.000000	7.000000
-18.494444	-116.314476	6.578498	38.000000	7.000000
-18.331213	-116.193016	6.570371	38.000000	7.000000
-18.183971	-116.171432	6.567903	38.000000	7.000000
-18.044785	-116.201035	6.568339	38.000000	7.000000
-17.911486	-116.268974	6.570951	38.000000	7.000000
-17.764704	-116.249428	6.568628	38.000000	7.000000
-17.621889	-116.255394	6.567758	38.000000	7.000000
-17.479858	-116.266327	6.567178	38.000000	7.000000
-17.337061	-116.271935	6.566306	38.000000	7.000000
-17.263760	-116.261833	6.565145	38.000000	7.000000
-17.120239	-116.262047	6.563985	38.000000	7.000000
-0.072205	-2.297592	0.128398	3.000000	7.000000
-0.070606	-2.336639	0.130575	3.000000	7.000000
-0.067556	-2.328928	0.130140	3.000000	7.000000
-0.063154	-2.271870	0.126947	3.000000	7.000000
-0.061376	-2.308305	0.128979	6.000000	7.000000
-0.058982	-2.323968	0.129850	8.000000	7.000000
-0.055923	-2.313647	0.129269	9.000000	7.000000
-0.052471	-2.285135	0.127673	9.000000	7.000000
-0.049597	-2.280006	0.127383	10.000000	7.000000
-0.047002	-2.287860	0.127818	11.000000	7.000000
-0.043635	-2.256740	0.126076	12.000000	7.000000
-0.041426	-2.285362	0.127673	12.000000	7.000000
-0.038489	-2.275018	0.127092	12.000000	7.000000
-0.035454	-2.256883	0.126076	11.000000	7.000000
-0.034915	-2.311463	0.129124	10.000000	7.000000
-0.031724	-2.282921	0.127528	8.000000	7.000000
-0.029592	-2.332326	0.130285	8.000000	7.000000
-0.026476	-2.306373	0.128834	6.000000	7.000000
-0.023556	-2.293414	0.128108	4.000000	7.000000
-0.020902	-2.306430	0.128834	4.000000	7.000000
-0.018217	-2.319443	0.129559	4.000000	7.000000
